altitud,dir,fecha,horaHrMax,horaHrMin,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
15.0,4.0,2024-09-09,Varias,15:10,10.0,17.0,10:20,15:10,06:00,77.0,72.0,61.0,C229J,PÁJARA,0.0,1020.2,1017.5,LAS PALMAS,10.3,26.7,24.0,21.2,3.1
15.0,1.0,2024-09-10,Varias,17:30,11.0,3.0,20:00,15:50,05:50,76.0,68.0,55.0,C229J,PÁJARA,0.0,1020.7,1017.1,LAS PALMAS,13.1,27.0,24.4,21.8,2.8
15.0,1.0,2024-09-11,21:10,13:00,10.0,24.0,20:30,13:00,06:30,71.0,57.0,43.0,C229J,PÁJARA,0.0,1019.8,1016.9,LAS PALMAS,17.5,26.6,24.4,22.1,3.3
15.0,35.0,2024-09-12,21:50,16:00,0.0,17.0,16:40,13:10,06:10,74.0,65.0,59.0,C229J,PÁJARA,0.0,1017.1,1012.2,LAS PALMAS,21.7,25.6,23.8,22.0,9.4
15.0,2.0,2024-09-13,01:40,13:50,11.0,3.0,02:00,14:10,01:50,72.0,62.0,50.0,C229J,PÁJARA,0.0,1014.8,1012.1,LAS PALMAS,15.3,28.6,25.6,22.5,3.9
15.0,28.0,2024-09-14,Varias,11:50,11.0,1.0,12:40,13:40,06:40,78.0,70.0,54.0,C229J,PÁJARA,0.0,1016.0,1012.7,LAS PALMAS,8.1,27.0,24.6,22.1,2.2
15.0,23.0,2024-09-15,Varias,10:30,11.0,4.0,14:20,16:20,07:00,78.0,72.0,58.0,C229J,PÁJARA,0.0,1016.4,1014.2,LAS PALMAS,7.8,26.5,24.0,21.6,1.4
15.0,32.0,2024-09-16,00:00,12:30,11.0,19.0,12:00,15:10,06:10,78.0,57.0,45.0,C229J,PÁJARA,0.0,1016.2,1013.0,LAS PALMAS,8.3,28.1,24.6,21.2,1.4
15.0,6.0,2024-09-17,Varias,11:50,11.0,21.0,21:30,12:00,06:50,74.0,69.0,54.0,C229J,PÁJARA,0.0,1014.5,1010.7,LAS PALMAS,12.2,25.9,24.0,22.2,1.1
15.0,1.0,2024-09-18,,,,,02:30,,,,66.0,,C229J,PÁJARA,0.0,,,LAS PALMAS,8.1,,,,1.4
15.0,11.0,2024-09-19,23:20,17:10,10.0,18.0,16:00,11:00,06:00,72.0,59.0,44.0,C229J,PÁJARA,0.0,1013.6,1010.9,LAS PALMAS,7.2,27.0,24.0,21.0,1.7
15.0,99.0,2024-09-20,Varias,11:20,24.0,Varias,Varias,15:00,23:30,78.0,68.0,40.0,C229J,PÁJARA,0.0,1015.3,1011.9,LAS PALMAS,8.3,28.3,24.4,20.4,3.1
15.0,11.0,2024-09-21,Varias,22:50,23.0,Varias,11:20,,,77.0,,52.0,C229J,PÁJARA,0.0,1016.7,1013.2,LAS PALMAS,7.2,,,,1.4
15.0,12.0,2024-09-22,01:10,09:30,11.0,3.0,13:00,,,70.0,,43.0,C229J,PÁJARA,0.0,1017.4,1014.6,LAS PALMAS,9.7,,,,2.5
15.0,2.0,2024-09-23,23:00,13:20,11.0,19.0,20:20,,,72.0,,50.0,C229J,PÁJARA,0.0,1018.4,1015.6,LAS PALMAS,10.8,,,,2.5
15.0,9.0,2024-09-24,11:40,09:10,11.0,4.0,16:30,,,74.0,,50.0,C229J,PÁJARA,0.0,1019.5,1016.5,LAS PALMAS,11.1,,,,2.2
15.0,11.0,2024-09-25,Varias,01:10,11.0,14.0,11:50,,,77.0,,54.0,C229J,PÁJARA,0.0,1019.5,1016.9,LAS PALMAS,8.3,,,,3.1
15.0,7.0,2024-09-26,18:50,10:00,11.0,3.0,09:30,,,78.0,,61.0,C229J,PÁJARA,0.0,1021.2,1017.6,LAS PALMAS,6.7,,,,1.1
15.0,3.0,2024-09-27,23:50,11:30,11.0,19.0,23:59,,,78.0,,55.0,C229J,PÁJARA,0.0,1020.6,1017.5,LAS PALMAS,7.2,,,,1.1
15.0,1.0,2024-09-28,Varias,16:30,22.0,16.0,19:30,12:20,22:30,78.0,65.0,52.0,C229J,PÁJARA,0.0,1019.1,1016.2,LAS PALMAS,10.6,29.5,25.2,20.8,2.8
15.0,99.0,2024-09-29,Varias,11:30,11.0,Varias,14:50,12:30,07:10,69.0,60.0,51.0,C229J,PÁJARA,0.0,1019.9,1016.8,LAS PALMAS,9.4,27.9,24.4,20.8,2.5
15.0,3.0,2024-09-30,Varias,16:00,10.0,17.0,19:30,23:40,06:20,71.0,58.0,45.0,C229J,PÁJARA,0.0,1018.9,1015.0,LAS PALMAS,11.4,29.9,24.4,19.0,2.8
15.0,2.0,2024-10-01,Varias,14:20,10.0,18.0,21:30,11:20,07:00,76.0,66.0,54.0,C229J,PÁJARA,0.0,1017.1,1013.0,LAS PALMAS,8.3,29.0,24.8,20.5,1.9
15.0,4.0,2024-10-02,Varias,17:40,22.0,16.0,10:20,16:50,23:50,78.0,72.0,64.0,C229J,PÁJARA,0.0,1015.7,1012.5,LAS PALMAS,7.8,28.6,25.0,21.4,1.9
15.0,36.0,2024-10-03,Varias,12:00,23.0,5.0,12:30,12:10,04:30,78.0,74.0,54.0,C229J,PÁJARA,0.1,1017.3,1012.7,LAS PALMAS,30.0,28.0,24.4,20.7,1.9
15.0,29.0,2024-10-04,Varias,12:10,22.0,3.0,13:00,12:10,07:00,78.0,75.0,62.0,C229J,PÁJARA,0.0,1017.9,1016.0,LAS PALMAS,8.9,28.4,25.2,22.0,2.8
15.0,31.0,2024-10-05,06:30,13:00,0.0,16.0,12:00,14:00,07:10,80.0,73.0,66.0,C229J,PÁJARA,0.0,1017.4,1015.0,LAS PALMAS,8.6,27.7,25.1,22.5,1.4
15.0,31.0,2024-10-06,18:30,15:30,11.0,17.0,21:00,15:40,07:00,78.0,75.0,70.0,C229J,PÁJARA,0.0,1016.9,1013.8,LAS PALMAS,6.9,26.4,24.4,22.4,0.8
15.0,32.0,2024-10-07,12:30,Varias,22.0,5.0,18:10,15:40,06:00,79.0,74.0,64.0,C229J,PÁJARA,0.0,1017.6,1013.7,LAS PALMAS,10.0,26.0,23.9,21.8,4.2
15.0,1.0,2024-10-08,05:30,22:00,23.0,4.0,18:00,12:30,05:40,84.0,71.0,60.0,C229J,PÁJARA,0.0,1019.0,1015.4,LAS PALMAS,10.6,27.6,25.2,22.8,2.8
15.0,25.0,2024-10-09,Varias,11:20,11.0,4.0,12:00,13:40,07:10,74.0,70.0,64.0,C229J,PÁJARA,0.0,1020.3,1017.6,LAS PALMAS,7.5,26.8,24.1,21.4,0.8
15.0,12.0,2024-10-10,Varias,16:00,0.0,18.0,10:00,16:00,06:00,86.0,81.0,67.0,C229J,PÁJARA,0.0,1019.5,1016.0,LAS PALMAS,5.3,27.2,24.8,22.3,1.7
15.0,29.0,2024-10-11,Varias,12:20,10.0,4.0,17:20,12:40,02:50,84.0,75.0,68.0,C229J,PÁJARA,0.0,1018.4,1015.2,LAS PALMAS,9.7,26.6,24.4,22.3,2.2
15.0,33.0,2024-10-12,Varias,23:30,11.0,17.0,23:30,09:30,06:30,89.0,85.0,73.0,C229J,PÁJARA,0.1,1018.0,1015.2,LAS PALMAS,6.7,24.4,22.8,21.3,2.5
15.0,33.0,2024-10-13,00:00,16:00,11.0,5.0,13:10,15:30,23:50,74.0,59.0,47.0,C229J,PÁJARA,0.0,1017.8,1015.2,LAS PALMAS,9.7,26.5,24.5,22.5,3.6
15.0,26.0,2024-10-14,Varias,09:50,12.0,17.0,12:30,10:50,23:10,74.0,67.0,57.0,C229J,PÁJARA,0.0,1017.0,1014.3,LAS PALMAS,8.6,24.4,23.2,22.1,4.4
15.0,26.0,2024-10-15,23:40,Varias,11.0,4.0,09:20,13:30,02:20,87.0,76.0,70.0,C229J,PÁJARA,0.0,1015.7,1013.3,LAS PALMAS,7.5,24.6,23.2,21.7,3.3
15.0,9.0,2024-10-16,00:40,20:50,24.0,4.0,21:50,14:00,01:30,89.0,79.0,54.0,C229J,PÁJARA,0.0,1021.3,1014.4,LAS PALMAS,7.2,27.8,25.0,22.2,1.4
15.0,4.0,2024-10-17,00:00,Varias,22.0,4.0,08:40,11:00,23:00,71.0,55.0,49.0,C229J,PÁJARA,0.0,1024.5,1020.8,LAS PALMAS,9.2,26.9,24.6,22.4,2.5
15.0,32.0,2024-10-18,Varias,17:20,10.0,17.0,14:20,11:50,04:40,60.0,54.0,47.0,C229J,PÁJARA,0.0,1024.2,1020.9,LAS PALMAS,11.7,25.9,23.6,21.3,4.4
15.0,35.0,2024-10-19,19:10,01:20,10.0,18.0,00:20,13:20,07:00,70.0,60.0,48.0,C229J,PÁJARA,0.0,1021.9,1018.4,LAS PALMAS,7.2,27.1,24.0,21.0,0.8
15.0,31.0,2024-10-20,Varias,19:00,11.0,4.0,15:50,16:40,06:20,66.0,60.0,54.0,C229J,PÁJARA,0.0,1022.3,1019.0,LAS PALMAS,8.9,26.6,23.4,20.3,1.1
15.0,30.0,2024-10-21,03:20,Varias,11.0,17.0,14:50,14:00,03:30,66.0,59.0,54.0,C229J,PÁJARA,0.0,1023.2,1020.4,LAS PALMAS,10.3,25.6,23.6,21.5,2.5
15.0,36.0,2024-10-22,07:00,16:10,Varias,15.0,03:40,15:30,07:00,63.0,58.0,51.0,C229J,PÁJARA,0.0,1021.6,1018.7,LAS PALMAS,10.0,26.0,23.7,21.4,3.1
15.0,8.0,2024-10-23,16:40,09:50,10.0,15.0,14:20,10:00,04:00,72.0,65.0,52.0,C229J,PÁJARA,0.0,1019.7,1016.9,LAS PALMAS,8.9,25.0,23.4,21.7,2.5
15.0,10.0,2024-10-24,15:00,20:30,22.0,3.0,13:00,14:30,06:50,71.0,67.0,58.0,C229J,PÁJARA,0.0,1021.8,1017.8,LAS PALMAS,9.2,25.7,23.4,21.1,3.6
15.0,2.0,2024-10-25,01:30,15:00,10.0,3.0,12:20,14:10,05:50,72.0,59.0,48.0,C229J,PÁJARA,0.0,1023.7,1021.1,LAS PALMAS,9.2,26.5,23.5,20.5,2.8
15.0,2.0,2024-10-26,03:40,13:50,10.0,16.0,15:50,12:00,20:00,66.0,52.0,43.0,C229J,PÁJARA,0.0,1024.0,1021.6,LAS PALMAS,16.7,24.4,22.6,20.9,4.4
15.0,2.0,2024-10-27,Varias,10:10,0.0,17.0,16:00,10:20,15:20,64.0,58.0,51.0,C229J,PÁJARA,0.6,1022.7,1017.5,LAS PALMAS,13.3,23.8,22.2,20.7,2.2
15.0,32.0,2024-10-28,06:40,15:40,11.0,15.0,09:10,14:20,06:50,66.0,59.0,50.0,C229J,PÁJARA,0.2,1018.0,1015.3,LAS PALMAS,12.2,24.2,22.3,20.4,3.1
15.0,31.0,2024-10-29,01:10,14:10,22.0,2.0,16:00,14:30,04:40,63.0,52.0,40.0,C229J,PÁJARA,0.0,1018.7,1015.8,LAS PALMAS,9.2,25.4,23.0,20.7,3.1
15.0,26.0,2024-10-30,05:50,17:30,10.0,16.0,17:50,11:10,06:00,63.0,55.0,49.0,C229J,PÁJARA,0.0,1019.9,1017.2,LAS PALMAS,5.8,24.5,21.5,18.5,1.4
15.0,14.0,2024-10-31,19:30,Varias,22.0,6.0,10:10,14:50,07:10,59.0,54.0,50.0,C229J,PÁJARA,0.0,1020.1,1018.0,LAS PALMAS,6.4,24.7,21.6,18.5,0.8
15.0,5.0,2024-11-01,Varias,14:40,0.0,16.0,21:30,14:40,07:20,66.0,61.0,54.0,C229J,PÁJARA,0.0,1019.9,1017.2,LAS PALMAS,4.7,25.5,22.1,18.7,0.8
15.0,12.0,2024-11-02,23:59,13:20,0.0,16.0,11:10,13:10,07:20,68.0,64.0,58.0,C229J,PÁJARA,0.0,1018.2,1014.0,LAS PALMAS,4.2,25.1,22.2,19.2,0.6
15.0,10.0,2024-11-03,Varias,13:10,22.0,5.0,00:50,13:40,06:30,75.0,68.0,59.0,C229J,PÁJARA,0.0,1017.0,1014.2,LAS PALMAS,5.3,24.8,22.0,19.1,1.4
15.0,10.0,2024-11-04,07:30,02:20,10.0,2.0,11:40,15:00,04:40,75.0,69.0,63.0,C229J,PÁJARA,0.0,1018.9,1016.1,LAS PALMAS,7.5,23.7,21.3,18.9,3.1
15.0,32.0,2024-11-05,Varias,10:40,10.0,17.0,17:50,16:00,06:40,80.0,66.0,58.0,C229J,PÁJARA,0.0,1020.0,1016.5,LAS PALMAS,5.8,26.0,22.9,19.8,1.7
15.0,32.0,2024-11-06,Varias,07:50,10.0,16.0,03:00,14:50,03:00,80.0,63.0,51.0,C229J,PÁJARA,0.0,1017.6,1015.3,LAS PALMAS,4.2,26.6,23.8,20.9,1.1
15.0,10.0,2024-11-07,23:20,13:50,23.0,6.0,23:59,13:00,Varias,86.0,70.0,62.0,C229J,PÁJARA,0.0,1018.0,1015.6,LAS PALMAS,8.1,26.6,23.6,20.5,1.7
15.0,9.0,2024-11-08,05:40,17:50,23.0,4.0,07:10,17:50,05:50,80.0,25.0,19.0,C229J,PÁJARA,0.0,1019.9,1016.1,LAS PALMAS,11.1,32.2,26.5,20.8,3.3
15.0,99.0,2024-11-09,00:10,22:30,11.0,4.0,Varias,17:10,,43.0,28.0,20.0,C229J,PÁJARA,0.0,1021.5,1018.5,LAS PALMAS,10.8,32.4,29.0,25.6,4.7
15.0,8.0,2024-11-10,18:00,00:00,10.0,16.0,10:40,02:50,18:00,80.0,49.0,21.0,C229J,PÁJARA,0.0,1022.0,1018.6,LAS PALMAS,11.1,30.9,27.0,23.2,3.6
15.0,3.0,2024-11-11,12:40,Varias,11.0,15.0,07:40,11:00,12:20,70.0,47.0,20.0,C229J,PÁJARA,,1020.9,1017.6,LAS PALMAS,10.3,28.7,24.0,19.4,3.9
15.0,33.0,2024-11-12,Varias,12:30,0.0,Varias,15:40,11:50,03:50,67.0,60.0,51.0,C229J,PÁJARA,0.0,1018.8,1015.6,LAS PALMAS,10.0,25.1,23.4,21.6,3.9
15.0,33.0,2024-11-13,05:50,Varias,11.0,16.0,01:30,13:00,03:40,67.0,60.0,52.0,C229J,PÁJARA,0.0,1016.2,1013.6,LAS PALMAS,11.7,25.1,23.1,21.1,3.3
15.0,27.0,2024-11-14,11:20,12:50,0.0,18.0,12:30,15:10,07:00,74.0,63.0,53.0,C229J,PÁJARA,0.0,1015.3,1012.1,LAS PALMAS,10.0,23.5,21.7,19.9,1.9
15.0,26.0,2024-11-15,10:30,15:40,10.0,17.0,02:40,12:40,10:30,83.0,71.0,63.0,C229J,PÁJARA,8.7,1013.2,1010.1,LAS PALMAS,7.5,23.6,21.2,18.8,2.2
15.0,24.0,2024-11-16,23:59,Varias,Varias,15.0,20:20,13:10,03:00,78.0,71.0,64.0,C229J,PÁJARA,0.0,1013.0,1010.8,LAS PALMAS,8.3,23.8,21.4,19.1,2.5
15.0,22.0,2024-11-17,Varias,Varias,11.0,4.0,00:40,13:10,23:00,80.0,75.0,70.0,C229J,PÁJARA,0.0,1015.0,1011.7,LAS PALMAS,6.9,24.5,23.0,21.5,1.7
15.0,11.0,2024-11-18,Varias,10:30,Varias,5.0,02:20,14:50,23:40,86.0,77.0,64.0,C229J,PÁJARA,0.0,1017.0,1013.1,LAS PALMAS,4.7,25.3,22.6,19.9,1.7
15.0,9.0,2024-11-19,04:00,23:40,24.0,5.0,03:30,23:59,,83.0,57.0,40.0,C229J,PÁJARA,0.1,1019.3,1015.1,LAS PALMAS,10.6,27.1,24.2,21.2,3.6
15.0,8.0,2024-11-20,05:40,Varias,11.0,6.0,23:59,21:40,05:40,56.0,40.0,32.0,C229J,PÁJARA,0.0,1021.9,1017.7,LAS PALMAS,13.1,29.8,27.0,24.3,4.4
15.0,10.0,2024-11-21,12:30,16:10,2.0,16.0,12:20,14:50,21:50,49.0,40.0,31.0,C229J,PÁJARA,0.1,1020.3,1016.7,LAS PALMAS,13.6,29.6,27.2,24.9,4.4
15.0,2.0,2024-11-22,00:30,17:40,0.0,18.0,08:20,17:50,00:30,47.0,36.0,30.0,C229J,PÁJARA,0.0,1017.2,1013.2,LAS PALMAS,13.3,30.4,27.8,25.2,5.0
15.0,6.0,2024-11-23,Varias,00:50,11.0,5.0,00:10,00:50,23:59,88.0,58.0,31.0,C229J,PÁJARA,0.0,1014.4,1011.7,LAS PALMAS,10.3,29.6,25.8,21.9,1.9
15.0,26.0,2024-11-24,Varias,Varias,23.0,4.0,11:40,15:00,02:30,88.0,77.0,72.0,C229J,PÁJARA,0.0,1017.7,1012.5,LAS PALMAS,5.6,23.7,22.4,21.2,2.2
15.0,9.0,2024-11-25,Varias,21:20,Varias,3.0,11:30,16:40,06:50,83.0,78.0,66.0,C229J,PÁJARA,0.0,1020.1,1017.0,LAS PALMAS,8.6,25.0,22.8,20.5,2.2
15.0,10.0,2024-11-26,01:40,13:00,9.0,16.0,15:00,13:20,07:30,83.0,71.0,65.0,C229J,PÁJARA,0.0,1020.0,1016.8,LAS PALMAS,6.4,25.2,23.0,20.7,0.3
15.0,9.0,2024-11-27,00:10,05:00,11.0,5.0,08:40,15:50,02:50,80.0,36.0,25.0,C229J,PÁJARA,0.0,1018.5,1015.7,LAS PALMAS,9.2,28.2,24.0,19.7,2.2
15.0,11.0,2024-11-28,Varias,20:50,23.0,4.0,12:30,20:30,07:50,50.0,39.0,23.0,C229J,PÁJARA,0.0,1020.8,1017.3,LAS PALMAS,7.2,29.3,27.0,24.6,2.8
15.0,10.0,2024-11-29,12:00,Varias,11.0,Varias,04:00,20:00,07:30,46.0,37.0,25.0,C229J,PÁJARA,0.0,1022.2,1019.4,LAS PALMAS,10.6,28.6,26.4,24.1,3.9
15.0,9.0,2024-11-30,09:50,Varias,11.0,2.0,07:00,20:40,07:50,40.0,36.0,24.0,C229J,PÁJARA,0.0,1023.5,1020.1,LAS PALMAS,11.4,28.8,26.9,25.0,3.3
15.0,9.0,2024-12-01,18:30,00:40,11.0,16.0,01:40,00:50,20:00,62.0,37.0,25.0,C229J,PÁJARA,0.0,1022.3,1018.9,LAS PALMAS,9.7,28.0,25.4,22.7,2.5
15.0,12.0,2024-12-02,17:20,Varias,11.0,5.0,11:40,23:50,02:00,63.0,52.0,24.0,C229J,PÁJARA,0.0,1021.9,1018.9,LAS PALMAS,9.7,26.9,24.5,22.1,3.9
15.0,99.0,2024-12-03,Varias,Varias,24.0,4.0,13:40,00:30,08:50,70.0,52.0,24.0,C229J,PÁJARA,0.0,1023.4,1020.5,LAS PALMAS,10.6,26.7,24.2,21.6,3.9
15.0,1.0,2024-12-04,03:20,00:40,24.0,5.0,03:10,16:40,03:00,71.0,61.0,56.0,C229J,PÁJARA,0.0,1025.8,1022.5,LAS PALMAS,11.7,24.4,22.6,20.7,4.7
15.0,1.0,2024-12-05,Varias,08:10,21.0,5.0,06:50,12:20,04:10,74.0,70.0,51.0,C229J,PÁJARA,0.0,1027.1,1024.3,LAS PALMAS,10.3,23.8,22.0,20.1,4.4
15.0,10.0,2024-12-06,19:00,23:40,11.0,16.0,13:10,12:30,07:00,74.0,70.0,57.0,C229J,PÁJARA,0.0,1026.9,1023.4,LAS PALMAS,8.3,23.5,21.2,18.9,3.1
15.0,3.0,2024-12-07,Varias,10:20,11.0,17.0,08:40,11:10,01:00,73.0,59.0,50.0,C229J,PÁJARA,0.0,1026.3,1023.4,LAS PALMAS,9.4,25.0,22.8,20.5,3.6
15.0,8.0,2024-12-08,06:30,00:40,10.0,17.0,04:10,13:20,07:40,73.0,68.0,54.0,C229J,PÁJARA,0.0,1024.6,1020.0,LAS PALMAS,8.6,23.9,21.3,18.7,2.2
15.0,2.0,2024-12-09,00:00,12:50,9.0,16.0,15:30,13:40,23:59,67.0,60.0,54.0,C229J,PÁJARA,0.0,1020.9,1017.1,LAS PALMAS,10.8,23.1,21.4,19.7,2.5
15.0,36.0,2024-12-10,01:10,19:10,10.0,16.0,15:20,13:50,08:00,62.0,54.0,48.0,C229J,PÁJARA,0.1,1019.2,1016.4,LAS PALMAS,11.4,22.4,20.6,18.9,2.8
15.0,34.0,2024-12-11,09:20,01:50,11.0,16.0,12:40,14:10,09:20,79.0,60.0,49.0,C229J,PÁJARA,1.6,1019.7,1017.1,LAS PALMAS,9.7,22.5,19.8,17.0,1.4
15.0,33.0,2024-12-12,10:10,19:00,10.0,16.0,17:10,14:10,09:50,86.0,69.0,55.0,C229J,PÁJARA,0.0,1020.5,1017.3,LAS PALMAS,6.7,22.7,19.4,16.1,1.7
15.0,10.0,2024-12-13,18:10,06:10,11.0,6.0,Varias,14:00,05:40,70.0,66.0,60.0,C229J,PÁJARA,0.0,1021.7,1018.5,LAS PALMAS,7.8,21.4,19.2,17.1,3.1
15.0,11.0,2024-12-14,08:30,21:00,24.0,18.0,09:40,21:40,05:00,73.0,59.0,32.0,C229J,PÁJARA,2.0,1022.7,1018.0,LAS PALMAS,11.9,25.8,22.4,18.9,5.3
15.0,9.0,2024-12-15,06:50,00:40,11.0,5.0,21:20,00:50,05:30,68.0,52.0,36.0,C229J,PÁJARA,0.0,1025.5,1020.4,LAS PALMAS,13.1,24.7,21.8,19.0,6.1
15.0,9.0,2024-12-16,Varias,22:30,Varias,1.0,00:20,20:20,09:50,47.0,40.0,28.0,C229J,PÁJARA,0.0,1027.2,1022.2,LAS PALMAS,11.7,26.0,24.4,22.9,6.4
15.0,10.0,2024-12-17,21:50,00:00,11.0,18.0,04:50,00:10,11:00,50.0,44.0,31.0,C229J,PÁJARA,0.0,1030.6,1026.6,LAS PALMAS,15.3,25.0,22.8,20.6,6.1
15.0,11.0,2024-12-18,23:59,20:50,11.0,17.0,09:50,21:00,09:00,54.0,46.0,35.0,C229J,PÁJARA,0.0,1031.2,1027.6,LAS PALMAS,14.4,22.4,20.4,18.5,5.8
15.0,9.0,2024-12-19,05:20,20:00,10.0,17.0,08:10,19:40,05:30,71.0,54.0,33.0,C229J,PÁJARA,0.0,1030.9,1027.3,LAS PALMAS,9.7,21.8,20.3,18.8,4.7
15.0,2.0,2024-12-20,Varias,11:30,0.0,17.0,22:00,11:40,08:00,72.0,69.0,43.0,C229J,PÁJARA,0.1,1028.5,1024.2,LAS PALMAS,8.6,23.6,21.0,18.4,2.5
15.0,35.0,2024-12-21,06:10,16:40,11.0,15.0,13:40,10:50,06:30,75.0,61.0,52.0,C229J,PÁJARA,0.0,1026.0,1023.0,LAS PALMAS,13.6,21.6,19.8,18.1,4.2
15.0,10.0,2024-12-22,Varias,Varias,0.0,15.0,18:10,16:50,18:30,63.0,57.0,49.0,C229J,PÁJARA,0.9,1023.8,1020.7,LAS PALMAS,12.8,21.2,19.0,16.7,3.9
15.0,10.0,2024-12-23,07:30,16:20,0.0,17.0,03:30,17:00,Varias,67.0,53.0,40.0,C229J,PÁJARA,0.0,1021.2,1016.7,LAS PALMAS,14.7,22.8,21.0,19.2,4.2
15.0,10.0,2024-12-24,Varias,23:10,0.0,18.0,03:00,23:00,06:00,66.0,49.0,26.0,C229J,PÁJARA,0.0,1017.2,1013.5,LAS PALMAS,12.8,25.7,22.8,19.9,5.3
15.0,5.0,2024-12-25,20:40,00:00,22.0,2.0,00:10,00:10,21:20,82.0,57.0,31.0,C229J,PÁJARA,0.0,1016.6,1013.2,LAS PALMAS,10.8,24.8,21.8,18.7,2.8
15.0,15.0,2024-12-26,23:59,12:50,23.0,3.0,15:00,12:30,05:00,80.0,70.0,65.0,C229J,PÁJARA,0.0,1020.0,1015.7,LAS PALMAS,3.9,23.6,20.6,17.5,1.1
15.0,24.0,2024-12-27,06:00,Varias,11.0,15.0,14:30,14:40,06:30,82.0,65.0,46.0,C229J,PÁJARA,0.0,1021.3,1018.1,LAS PALMAS,5.8,24.1,20.6,17.0,1.1
15.0,7.0,2024-12-28,12:10,Varias,24.0,4.0,09:30,18:00,00:10,62.0,49.0,30.0,C229J,PÁJARA,0.0,1023.3,1020.0,LAS PALMAS,10.8,23.3,21.6,20.0,4.2
15.0,8.0,2024-12-29,07:00,00:00,11.0,16.0,06:20,00:10,07:50,70.0,54.0,31.0,C229J,PÁJARA,0.0,1024.6,1021.5,LAS PALMAS,8.3,22.8,20.6,18.5,3.9
15.0,9.0,2024-12-30,05:40,01:30,11.0,2.0,05:50,01:00,06:30,69.0,54.0,32.0,C229J,PÁJARA,0.0,1025.8,1022.5,LAS PALMAS,8.3,21.1,19.7,18.3,3.3
15.0,9.0,2024-12-31,22:10,01:40,10.0,15.0,11:30,12:20,23:50,73.0,68.0,39.0,C229J,PÁJARA,0.0,1026.1,1022.9,LAS PALMAS,8.1,20.6,19.1,17.6,2.5
15.0,34.0,2023-08-01,Varias,Varias,11.0,17.0,23:59,14:30,21:00,62.0,57.0,46.0,C229J,PÁJARA,0.0,1017.1,1014.4,LAS PALMAS,12.2,31.0,28.0,24.9,5.3
15.0,36.0,2023-08-02,21:00,01:30,22.0,2.0,00:30,15:10,06:40,70.0,60.0,42.0,C229J,PÁJARA,0.0,1017.0,1013.6,LAS PALMAS,16.1,29.8,27.0,24.2,2.8
15.0,35.0,2023-08-03,,,,,23:20,,,,60.0,,C229J,PÁJARA,,,,LAS PALMAS,16.4,,,,1.9
15.0,3.0,2023-08-04,02:10,12:20,10.0,17.0,00:30,13:20,23:59,78.0,63.0,53.0,C229J,PÁJARA,0.0,1017.9,1015.0,LAS PALMAS,15.8,26.6,24.8,22.9,1.9
15.0,31.0,2023-08-05,01:50,12:10,0.0,17.0,02:40,14:50,06:30,68.0,55.0,43.0,C229J,PÁJARA,0.0,1017.0,1014.0,LAS PALMAS,16.9,28.0,25.1,22.2,6.4
15.0,35.0,2023-08-06,23:10,Varias,10.0,18.0,08:30,14:40,05:30,70.0,58.0,53.0,C229J,PÁJARA,0.0,1016.3,1013.6,LAS PALMAS,12.2,27.9,25.6,23.4,4.4
15.0,32.0,2023-08-07,01:00,15:00,10.0,4.0,12:30,15:00,03:40,68.0,56.0,48.0,C229J,PÁJARA,0.0,1016.0,1013.4,LAS PALMAS,10.0,28.0,25.9,23.8,4.2
15.0,2.0,2023-08-08,Varias,15:10,Varias,Varias,00:10,15:00,05:40,70.0,65.0,52.0,C229J,PÁJARA,0.0,1016.3,1013.8,LAS PALMAS,6.9,28.7,25.8,23.0,1.1
15.0,16.0,2023-08-09,02:50,15:40,12.0,2.0,16:00,15:40,06:50,74.0,60.0,49.0,C229J,PÁJARA,0.0,1017.0,1014.1,LAS PALMAS,9.4,30.3,26.9,23.5,0.8
15.0,32.0,2023-08-10,18:50,05:20,0.0,18.0,21:00,11:20,19:00,82.0,66.0,47.0,C229J,PÁJARA,0.0,1016.1,1011.4,LAS PALMAS,11.7,31.0,28.2,25.3,1.9
15.0,1.0,2023-08-11,01:30,19:00,0.0,Varias,20:40,19:10,01:50,77.0,53.0,36.0,C229J,PÁJARA,0.0,1014.2,1010.7,LAS PALMAS,10.3,35.0,30.1,25.2,2.5
15.0,3.0,2023-08-12,Varias,20:40,10.0,19.0,00:40,20:40,23:59,78.0,61.0,18.0,C229J,PÁJARA,0.0,1014.4,1009.6,LAS PALMAS,9.4,42.6,34.0,25.4,1.7
15.0,10.0,2023-08-13,Varias,06:20,0.0,18.0,08:10,15:00,03:20,82.0,70.0,47.0,C229J,PÁJARA,0.0,1012.9,1009.9,LAS PALMAS,6.4,29.3,26.8,24.2,1.9
15.0,29.0,2023-08-14,00:00,10:40,23.0,4.0,17:50,10:40,00:10,75.0,56.0,38.0,C229J,PÁJARA,0.0,1013.3,1009.7,LAS PALMAS,10.8,31.8,28.8,25.9,4.2
15.0,31.0,2023-08-15,20:30,11:10,9.0,4.0,11:40,12:50,23:10,75.0,55.0,49.0,C229J,PÁJARA,0.0,1014.5,1011.3,LAS PALMAS,10.0,29.8,27.4,24.9,2.8
