altitud,dir,fecha,horaHrMax,horaHrMin,horaPresMax,horaPresMin,horaracha,horatmax,horatmin,hrMax,hrMedia,hrMin,indicativo,nombre,prec,presMax,presMin,provincia,racha,tmax,tmed,tmin,velmedia
15.0,36.0,2023-05-29,05:10,14:50,23.0,3.0,18:40,15:00,05:40,73.0,63.0,47.0,C229J,PÁJARA,0.0,1019.6,1016.3,LAS PALMAS,11.1,27.1,23.4,19.6,1.9
15.0,35.0,2023-05-30,06:30,12:30,11.0,17.0,20:10,12:40,06:00,72.0,63.0,53.0,C229J,PÁJARA,0.0,1020.5,1017.9,LAS PALMAS,7.5,26.2,23.3,20.4,1.1
15.0,31.0,2023-05-31,22:40,17:50,0.0,18.0,18:40,13:30,05:50,71.0,60.0,52.0,C229J,PÁJARA,0.0,1019.3,1014.5,LAS PALMAS,7.8,26.8,23.4,19.9,2.5
15.0,34.0,2023-06-01,06:20,15:40,0.0,18.0,19:00,15:40,06:50,77.0,62.0,48.0,C229J,PÁJARA,0.0,1015.5,1011.6,LAS PALMAS,9.2,27.0,23.3,19.6,1.7
15.0,30.0,2023-06-02,Varias,13:50,23.0,5.0,18:30,14:40,06:00,70.0,63.0,55.0,C229J,PÁJARA,0.0,1014.3,1011.6,LAS PALMAS,10.6,25.7,23.6,21.4,5.0
15.0,31.0,2023-06-03,Varias,16:40,24.0,4.0,14:20,15:50,05:00,72.0,62.0,50.0,C229J,PÁJARA,0.0,1016.4,1012.8,LAS PALMAS,10.6,26.7,24.0,21.3,5.3
15.0,3.0,2023-06-04,23:40,10:00,23.0,3.0,09:40,12:50,06:00,79.0,67.0,54.0,C229J,PÁJARA,0.0,1017.1,1014.2,LAS PALMAS,8.1,27.5,24.3,21.1,1.7
15.0,13.0,2023-06-05,Varias,16:20,0.0,Varias,11:30,16:00,06:30,79.0,72.0,61.0,C229J,PÁJARA,0.0,1016.7,1012.2,LAS PALMAS,6.7,25.9,23.4,20.8,1.7
15.0,22.0,2023-06-06,Varias,08:10,0.0,18.0,17:30,15:00,04:30,82.0,78.0,70.0,C229J,PÁJARA,0.0,1012.4,1009.0,LAS PALMAS,8.6,24.8,22.8,20.7,2.5
15.0,33.0,2023-06-07,Varias,22:30,Varias,3.0,23:40,22:40,05:40,82.0,79.0,49.0,C229J,PÁJARA,0.0,1013.4,1010.2,LAS PALMAS,10.0,24.6,23.2,21.9,2.8
15.0,34.0,2023-06-08,Varias,16:50,23.0,3.0,00:10,17:30,08:10,79.0,67.0,51.0,C229J,PÁJARA,0.0,1016.6,1013.1,LAS PALMAS,10.3,26.1,23.6,21.2,2.5
15.0,32.0,2023-06-09,06:30,18:10,23.0,Varias,16:30,16:00,06:30,68.0,54.0,40.0,C229J,PÁJARA,0.0,1018.1,1014.6,LAS PALMAS,8.3,27.5,24.0,20.4,2.2
15.0,,2023-06-10,03:10,17:50,23.0,18.0,,13:50,04:00,65.0,53.0,40.0,C229J,PÁJARA,0.0,1017.9,1015.8,LAS PALMAS,,28.7,25.0,21.4,1.4
15.0,25.0,2023-06-11,Varias,09:50,11.0,4.0,09:50,12:20,06:20,65.0,61.0,54.0,C229J,PÁJARA,0.0,1018.6,1016.0,LAS PALMAS,5.3,27.0,24.0,21.1,1.7
15.0,32.0,2023-06-12,06:40,14:10,9.0,3.0,14:00,14:10,03:50,70.0,66.0,50.0,C229J,PÁJARA,0.0,1018.1,1015.7,LAS PALMAS,11.1,29.0,25.5,22.0,1.9
15.0,3.0,2023-06-13,Varias,13:10,11.0,4.0,19:30,13:50,23:00,65.0,53.0,42.0,C229J,PÁJARA,0.0,1017.5,1015.7,LAS PALMAS,10.6,27.1,24.6,22.2,3.9
15.0,2.0,2023-06-14,Varias,13:40,0.0,17.0,07:50,16:40,03:30,66.0,56.0,50.0,C229J,PÁJARA,0.0,1017.0,1014.4,LAS PALMAS,8.6,27.6,24.6,21.5,3.9
15.0,32.0,2023-06-15,Varias,16:30,Varias,17.0,15:50,15:30,04:40,66.0,54.0,45.0,C229J,PÁJARA,0.0,1017.1,1014.7,LAS PALMAS,8.3,29.0,25.4,21.9,1.9
15.0,35.0,2023-06-16,18:00,19:00,10.0,17.0,04:00,14:10,06:00,69.0,63.0,47.0,C229J,PÁJARA,0.0,1017.6,1015.0,LAS PALMAS,7.8,29.4,25.6,21.9,2.5
15.0,30.0,2023-06-17,06:50,01:30,11.0,18.0,18:00,14:00,06:50,71.0,63.0,50.0,C229J,PÁJARA,0.0,1017.5,1014.9,LAS PALMAS,9.4,29.2,26.0,22.7,3.1
15.0,33.0,2023-06-18,06:40,19:20,10.0,18.0,12:30,14:40,06:20,68.0,57.0,47.0,C229J,PÁJARA,0.0,1017.0,1014.7,LAS PALMAS,11.1,28.2,24.9,21.6,2.2
15.0,30.0,2023-06-19,06:20,13:50,0.0,17.0,16:20,13:50,02:50,70.0,62.0,48.0,C229J,PÁJARA,0.0,1016.5,1014.0,LAS PALMAS,10.3,28.9,25.7,22.5,1.9
15.0,28.0,2023-06-20,02:00,19:20,23.0,Varias,15:00,13:30,05:20,72.0,59.0,44.0,C229J,PÁJARA,0.0,1016.2,1014.0,LAS PALMAS,7.5,28.4,25.4,22.3,2.2
15.0,34.0,2023-06-21,07:50,19:10,23.0,3.0,22:50,16:00,06:30,72.0,64.0,51.0,C229J,PÁJARA,0.0,1017.7,1015.0,LAS PALMAS,7.8,28.5,25.4,22.2,1.4
15.0,2.0,2023-06-22,12:30,08:50,Varias,3.0,22:40,15:50,06:00,69.0,63.0,54.0,C229J,PÁJARA,0.0,1019.2,1016.6,LAS PALMAS,8.9,27.7,25.2,22.8,1.7
15.0,2.0,2023-06-23,06:40,16:40,0.0,18.0,20:50,14:50,06:00,67.0,56.0,47.0,C229J,PÁJARA,0.0,1019.4,1016.3,LAS PALMAS,13.3,29.7,26.0,22.3,1.9
15.0,99.0,2023-06-24,23:20,12:00,0.0,19.0,Varias,14:30,00:30,66.0,54.0,49.0,C229J,PÁJARA,0.0,1017.1,1013.3,LAS PALMAS,12.8,27.4,25.1,22.8,5.3
15.0,35.0,2023-06-25,23:59,17:40,0.0,18.0,00:10,16:50,04:10,69.0,58.0,54.0,C229J,PÁJARA,0.0,1014.3,1010.8,LAS PALMAS,13.1,28.2,25.6,22.9,4.2
15.0,,2023-06-26,23:20,17:00,0.0,17.0,,17:20,06:20,79.0,65.0,53.0,C229J,PÁJARA,0.0,1012.8,1009.7,LAS PALMAS,,30.3,26.6,22.8,
15.0,32.0,2023-06-27,02:10,10:10,12.0,7.0,21:20,14:40,05:10,79.0,64.0,45.0,C229J,PÁJARA,0.0,1013.3,1010.4,LAS PALMAS,12.5,31.3,27.3,23.3,1.4
15.0,32.0,2023-06-28,06:30,15:10,24.0,3.0,02:10,15:50,06:00,80.0,72.0,49.0,C229J,PÁJARA,0.0,1016.5,1011.7,LAS PALMAS,10.8,32.3,27.8,23.3,1.9
15.0,30.0,2023-06-29,00:00,17:20,23.0,4.0,11:30,17:20,00:20,78.0,48.0,31.0,C229J,PÁJARA,0.0,1018.7,1015.7,LAS PALMAS,11.1,32.2,28.4,24.6,2.8
15.0,1.0,2023-06-30,01:40,06:20,0.0,16.0,19:40,13:50,23:50,67.0,54.0,47.0,C229J,PÁJARA,0.0,1018.4,1015.1,LAS PALMAS,20.0,27.9,25.2,22.6,6.1
15.0,3.0,2023-07-01,00:00,18:10,10.0,18.0,17:30,18:00,05:20,66.0,56.0,48.0,C229J,PÁJARA,0.0,1016.8,1013.0,LAS PALMAS,15.0,26.8,24.4,22.1,4.2
15.0,2.0,2023-07-02,23:50,Varias,23.0,4.0,04:30,14:50,03:50,65.0,55.0,49.0,C229J,PÁJARA,0.0,1017.1,1014.2,LAS PALMAS,8.3,29.6,26.2,22.8,3.1
15.0,31.0,2023-07-03,21:20,09:50,23.0,4.0,13:50,15:30,06:00,75.0,66.0,57.0,C229J,PÁJARA,0.0,1019.5,1016.2,LAS PALMAS,10.0,29.1,25.8,22.5,2.5
15.0,32.0,2023-07-04,05:00,15:30,0.0,19.0,17:30,14:30,06:10,74.0,69.0,56.0,C229J,PÁJARA,0.0,1019.3,1017.2,LAS PALMAS,10.0,29.1,25.8,22.5,1.9
15.0,31.0,2023-07-05,01:30,21:40,0.0,18.0,13:50,14:40,01:40,75.0,61.0,47.0,C229J,PÁJARA,0.0,1018.7,1015.5,LAS PALMAS,9.7,30.0,26.4,22.8,1.1
15.0,1.0,2023-07-06,Varias,15:40,0.0,Varias,18:30,14:00,23:40,63.0,54.0,44.0,C229J,PÁJARA,0.0,1017.0,1014.1,LAS PALMAS,14.7,29.0,26.0,23.1,6.1
15.0,33.0,2023-07-07,04:10,14:40,24.0,3.0,20:30,15:20,04:50,66.0,58.0,47.0,C229J,PÁJARA,0.0,1019.3,1015.1,LAS PALMAS,15.3,28.1,25.2,22.4,3.9
15.0,34.0,2023-07-08,01:30,Varias,Varias,3.0,16:10,15:00,03:00,66.0,56.0,46.0,C229J,PÁJARA,0.0,1020.2,1018.1,LAS PALMAS,12.8,29.5,26.0,22.5,3.6
15.0,1.0,2023-07-09,23:59,16:50,0.0,17.0,23:10,16:50,04:00,67.0,58.0,49.0,C229J,PÁJARA,0.0,1020.1,1016.3,LAS PALMAS,12.2,29.0,25.8,22.5,4.4
15.0,,2023-07-12,11:30,20:40,11.0,20.0,,,,71.0,,33.0,C229J,PÁJARA,0.0,1015.7,1011.9,LAS PALMAS,,,,,
15.0,,2023-07-13,,,,,,,,,,,C229J,PÁJARA,0.0,,,LAS PALMAS,,,,,
15.0,,2023-07-14,03:00,21:40,11.0,18.0,,,,64.0,,24.0,C229J,PÁJARA,0.0,1016.7,1014.1,LAS PALMAS,,,,,
15.0,,2023-07-15,22:40,00:00,11.0,4.0,,,,75.0,,31.0,C229J,PÁJARA,0.0,1017.9,1014.3,LAS PALMAS,,,,,
15.0,,2023-07-16,00:10,11:10,0.0,19.0,,,,71.0,,51.0,C229J,PÁJARA,0.0,1016.2,1013.5,LAS PALMAS,,,,,
15.0,,2023-07-17,04:00,10:20,23.0,4.0,,,,66.0,,50.0,C229J,PÁJARA,0.0,1017.3,1013.4,LAS PALMAS,,,,,
15.0,,2023-07-18,Varias,11:30,23.0,3.0,,,,70.0,,56.0,C229J,PÁJARA,0.0,1020.1,1015.3,LAS PALMAS,,,,,
15.0,,2023-07-19,Varias,15:50,11.0,16.0,,,,78.0,,51.0,C229J,PÁJARA,0.0,1020.4,1017.2,LAS PALMAS,,,,,
15.0,,2023-07-20,00:00,15:10,11.0,19.0,,,,70.0,,48.0,C229J,PÁJARA,0.0,1018.5,1015.6,LAS PALMAS,,,,,
15.0,,2023-07-21,22:10,11:30,0.0,17.0,,,,67.0,,51.0,C229J,PÁJARA,0.0,1016.5,1014.2,LAS PALMAS,,,,,
15.0,,2023-07-22,06:00,23:20,11.0,18.0,,,,70.0,,53.0,C229J,PÁJARA,0.0,1016.2,1013.0,LAS PALMAS,,,,,
15.0,,2023-07-23,21:40,15:10,23.0,4.0,,,,67.0,,43.0,C229J,PÁJARA,0.0,1019.2,1014.6,LAS PALMAS,,,,,
15.0,,2023-07-24,02:30,12:40,11.0,17.0,,,,66.0,,48.0,C229J,PÁJARA,0.0,1019.2,1016.8,LAS PALMAS,,,,,
15.0,,2023-07-25,02:50,Varias,11.0,18.0,,,,68.0,,53.0,C229J,PÁJARA,0.0,1018.9,1016.9,LAS PALMAS,,,,,
15.0,,2023-07-26,Varias,13:40,23.0,15.0,,,,66.0,,48.0,C229J,PÁJARA,0.0,1019.6,1016.7,LAS PALMAS,,,,,
15.0,,2023-07-27,04:20,13:00,0.0,19.0,,,,67.0,,47.0,C229J,PÁJARA,0.0,1019.2,1015.9,LAS PALMAS,,,,,
15.0,32.0,2023-07-28,04:50,12:00,11.0,17.0,14:30,12:50,05:00,67.0,57.0,50.0,C229J,PÁJARA,0.0,1017.0,1014.4,LAS PALMAS,13.9,28.0,25.4,22.7,4.7
15.0,6.0,2023-07-29,01:50,14:00,23.0,18.0,02:40,13:50,05:50,66.0,57.0,51.0,C229J,PÁJARA,0.0,1018.0,1014.5,LAS PALMAS,9.2,29.1,25.8,22.5,1.1
15.0,30.0,2023-07-30,15:20,12:30,10.0,2.0,13:00,12:40,05:50,71.0,59.0,39.0,C229J,PÁJARA,0.0,1018.5,1016.0,LAS PALMAS,9.4,32.3,27.8,23.4,2.2
15.0,2.0,2023-07-31,01:40,12:50,11.0,18.0,12:10,16:10,01:50,63.0,45.0,34.0,C229J,PÁJARA,0.0,1018.4,1015.6,LAS PALMAS,11.9,33.3,29.0,24.6,2.5
15.0,1.0,2024-07-01,06:20,14:50,11.0,17.0,22:20,14:50,01:50,76.0,67.0,52.0,C229J,PÁJARA,0.0,1019.0,1016.4,LAS PALMAS,13.3,26.9,23.7,20.5,2.8
15.0,3.0,2024-07-02,00:20,15:20,11.0,18.0,04:20,15:20,05:50,67.0,55.0,43.0,C229J,PÁJARA,0.0,1018.1,1014.0,LAS PALMAS,11.1,27.2,24.3,21.4,2.5
15.0,31.0,2024-07-03,Varias,Varias,11.0,18.0,16:40,14:30,04:00,72.0,54.0,48.0,C229J,PÁJARA,0.0,1015.9,1012.4,LAS PALMAS,8.6,26.7,23.9,21.1,3.9
15.0,36.0,2024-07-04,22:40,16:10,12.0,18.0,19:00,16:00,03:50,76.0,62.0,48.0,C229J,PÁJARA,0.0,1015.6,1012.6,LAS PALMAS,14.4,27.0,23.9,20.8,3.1
15.0,34.0,2024-07-05,01:10,11:00,23.0,3.0,09:50,13:40,04:30,76.0,62.0,54.0,C229J,PÁJARA,0.0,1017.5,1014.2,LAS PALMAS,14.2,26.3,23.4,20.5,2.8
15.0,1.0,2024-07-06,Varias,16:30,12.0,18.0,01:30,14:30,07:00,77.0,65.0,54.0,C229J,PÁJARA,0.0,1017.7,1014.7,LAS PALMAS,8.9,26.7,23.8,20.8,1.1
15.0,34.0,2024-07-07,06:30,21:40,Varias,18.0,21:10,16:10,06:40,75.0,63.0,49.0,C229J,PÁJARA,0.0,1017.2,1015.0,LAS PALMAS,13.3,27.0,23.8,20.7,2.2
15.0,35.0,2024-07-08,04:20,15:50,11.0,18.0,17:40,16:00,04:00,70.0,57.0,46.0,C229J,PÁJARA,0.0,1018.1,1015.3,LAS PALMAS,13.9,25.9,23.1,20.3,2.8
15.0,2.0,2024-07-09,04:30,12:00,0.0,18.0,15:50,12:50,01:50,74.0,63.0,55.0,C229J,PÁJARA,0.0,1017.5,1013.4,LAS PALMAS,20.8,25.3,23.4,21.4,5.0
15.0,36.0,2024-07-10,02:50,12:40,22.0,6.0,02:40,13:40,Varias,78.0,65.0,52.0,C229J,PÁJARA,0.0,1016.7,1013.5,LAS PALMAS,17.8,26.9,24.2,21.6,7.8
15.0,1.0,2024-07-11,02:20,13:00,9.0,3.0,21:00,15:20,02:20,78.0,57.0,48.0,C229J,PÁJARA,0.0,1016.8,1014.4,LAS PALMAS,15.0,29.1,25.8,22.4,2.8
15.0,29.0,2024-07-12,Varias,12:20,1.0,Varias,17:40,11:00,01:10,72.0,65.0,51.0,C229J,PÁJARA,0.0,1015.4,1012.9,LAS PALMAS,10.3,28.3,25.7,23.1,3.3
15.0,30.0,2024-07-13,Varias,Varias,13.0,19.0,11:20,19:10,23:50,77.0,69.0,54.0,C229J,PÁJARA,0.0,1013.7,1011.3,LAS PALMAS,10.0,27.2,24.8,22.3,1.9
15.0,32.0,2024-07-14,Varias,19:10,11.0,4.0,19:00,19:20,07:40,78.0,74.0,65.0,C229J,PÁJARA,0.0,1015.9,1012.2,LAS PALMAS,9.7,26.0,23.6,21.3,2.2
15.0,28.0,2024-07-15,00:00,02:20,12.0,3.0,11:30,11:20,00:20,77.0,65.0,51.0,C229J,PÁJARA,0.0,1017.0,1013.9,LAS PALMAS,8.6,27.1,24.2,21.4,2.5
15.0,1.0,2024-07-16,Varias,14:20,Varias,18.0,16:40,14:20,21:00,75.0,58.0,42.0,C229J,PÁJARA,0.0,1016.5,1013.6,LAS PALMAS,10.6,29.0,25.7,22.4,3.1
15.0,1.0,2024-07-17,Varias,22:00,10.0,3.0,02:50,14:20,02:20,72.0,54.0,42.0,C229J,PÁJARA,0.0,1016.1,1013.2,LAS PALMAS,11.4,28.9,25.4,21.8,1.7
15.0,31.0,2024-07-18,Varias,09:50,23.0,17.0,14:10,15:40,05:00,78.0,61.0,46.0,C229J,PÁJARA,0.0,1016.5,1013.4,LAS PALMAS,11.1,28.3,25.4,22.4,1.9
15.0,99.0,2024-07-19,14:30,Varias,7.0,3.0,Varias,12:00,00:40,75.0,68.0,43.0,C229J,PÁJARA,0.0,1016.5,1013.5,LAS PALMAS,10.0,30.9,27.5,24.1,1.7
15.0,36.0,2024-07-20,06:20,17:00,11.0,19.0,20:10,17:00,06:20,70.0,50.0,31.0,C229J,PÁJARA,0.2,1015.7,1011.5,LAS PALMAS,19.2,32.4,28.2,24.1,2.5
15.0,36.0,2024-07-21,05:40,00:00,11.0,4.0,04:20,15:40,04:40,71.0,58.0,38.0,C229J,PÁJARA,0.0,1015.0,1011.4,LAS PALMAS,16.9,29.4,26.5,23.6,3.9
15.0,1.0,2024-07-22,Varias,15:40,9.0,5.0,17:50,15:50,04:40,74.0,57.0,44.0,C229J,PÁJARA,0.0,1015.4,1012.1,LAS PALMAS,9.4,29.2,26.1,23.0,1.9
15.0,32.0,2024-07-23,05:50,13:40,23.0,4.0,Varias,13:50,05:40,71.0,52.0,46.0,C229J,PÁJARA,0.0,1015.9,1012.1,LAS PALMAS,10.3,29.9,26.2,22.6,2.8
15.0,30.0,2024-07-24,Varias,22:40,9.0,18.0,08:00,12:30,06:40,78.0,73.0,42.0,C229J,PÁJARA,0.0,1018.1,1013.3,LAS PALMAS,10.0,30.5,27.1,23.7,1.4
15.0,1.0,2024-07-25,Varias,18:00,0.0,18.0,17:50,18:00,06:00,78.0,44.0,20.0,C229J,PÁJARA,0.0,1014.1,1009.2,LAS PALMAS,11.9,35.4,29.8,24.1,1.4
15.0,21.0,2024-07-26,16:00,Varias,12.0,4.0,21:20,02:10,16:10,77.0,60.0,39.0,C229J,PÁJARA,0.0,1012.7,1009.4,LAS PALMAS,14.2,29.1,26.9,24.7,2.8
15.0,36.0,2024-07-27,23:50,00:10,11.0,4.0,03:30,16:10,03:50,76.0,67.0,42.0,C229J,PÁJARA,0.0,1015.4,1011.9,LAS PALMAS,13.9,28.4,25.4,22.5,1.7
15.0,35.0,2024-07-28,Varias,18:00,12.0,5.0,04:40,12:30,03:50,78.0,59.0,49.0,C229J,PÁJARA,0.0,1015.7,1013.5,LAS PALMAS,11.7,27.2,24.8,22.3,3.3
15.0,33.0,2024-07-29,16:00,18:10,10.0,18.0,18:20,18:10,04:00,78.0,65.0,55.0,C229J,PÁJARA,0.0,1015.0,1012.6,LAS PALMAS,10.0,27.1,24.8,22.4,0.8
15.0,36.0,2024-07-30,06:40,18:40,23.0,5.0,01:00,17:30,07:00,76.0,68.0,58.0,C229J,PÁJARA,0.0,1015.5,1012.8,LAS PALMAS,7.5,27.5,25.0,22.5,1.1
15.0,31.0,2024-07-31,02:50,10:40,11.0,5.0,17:40,16:10,04:40,75.0,60.0,50.0,C229J,PÁJARA,0.0,1015.9,1013.1,LAS PALMAS,8.6,29.7,26.1,22.5,1.1
15.0,2.0,2024-08-01,Varias,16:10,12.0,Varias,01:40,16:20,04:50,72.0,59.0,46.0,C229J,PÁJARA,0.0,1015.6,1012.6,LAS PALMAS,10.8,30.0,27.0,24.1,1.9
15.0,31.0,2024-08-02,01:10,23:59,0.0,19.0,17:50,14:50,01:50,71.0,57.0,47.0,C229J,PÁJARA,0.0,1013.9,1009.8,LAS PALMAS,8.6,30.1,27.2,24.2,1.7
15.0,32.0,2024-08-03,22:40,13:20,24.0,18.0,16:10,13:30,02:00,68.0,45.0,31.0,C229J,PÁJARA,0.0,1011.7,1008.2,LAS PALMAS,11.1,33.8,29.2,24.5,2.5
15.0,31.0,2024-08-04,18:30,11:00,24.0,1.0,12:20,16:30,05:50,78.0,65.0,51.0,C229J,PÁJARA,0.0,1014.8,1011.2,LAS PALMAS,9.7,28.5,26.4,24.2,2.8
15.0,31.0,2024-08-05,Varias,11:00,12.0,18.0,12:20,14:30,05:40,77.0,64.0,49.0,C229J,PÁJARA,0.0,1015.6,1013.1,LAS PALMAS,9.4,28.2,25.3,22.4,1.9
15.0,99.0,2024-08-06,Varias,10:50,0.0,5.0,Varias,15:40,03:30,74.0,59.0,51.0,C229J,PÁJARA,0.0,1014.2,1011.2,LAS PALMAS,10.0,28.0,25.3,22.6,3.3
15.0,10.0,2024-08-07,Varias,10:00,Varias,5.0,14:10,12:50,01:40,74.0,57.0,45.0,C229J,PÁJARA,0.0,1014.5,1010.5,LAS PALMAS,11.1,27.7,25.6,23.5,3.3
15.0,4.0,2024-08-08,00:40,15:50,11.0,Varias,02:40,15:20,05:20,74.0,61.0,52.0,C229J,PÁJARA,0.0,1016.3,1013.5,LAS PALMAS,8.6,28.4,26.0,23.5,3.1
15.0,2.0,2024-08-09,02:50,20:40,11.0,19.0,21:20,15:50,03:10,74.0,59.0,47.0,C229J,PÁJARA,0.0,1016.5,1013.3,LAS PALMAS,10.3,28.8,26.1,23.4,2.5
15.0,31.0,2024-08-10,17:20,13:20,11.0,19.0,14:30,12:40,07:10,76.0,59.0,44.0,C229J,PÁJARA,0.0,1014.5,1010.7,LAS PALMAS,11.1,30.3,26.7,23.1,1.9
15.0,29.0,2024-08-11,18:10,09:30,10.0,4.0,12:20,12:00,03:40,78.0,62.0,46.0,C229J,PÁJARA,0.0,1013.3,1010.1,LAS PALMAS,10.3,28.8,25.9,23.0,2.2
15.0,30.0,2024-08-12,Varias,11:20,11.0,6.0,08:20,12:50,08:40,77.0,58.0,45.0,C229J,PÁJARA,0.0,1014.0,1010.9,LAS PALMAS,12.5,29.4,26.8,24.1,2.2
15.0,30.0,2024-08-13,06:50,09:00,22.0,2.0,13:40,14:20,07:00,77.0,66.0,49.0,C229J,PÁJARA,0.0,1014.5,1011.4,LAS PALMAS,10.3,30.0,26.6,23.3,1.4
15.0,35.0,2024-08-14,23:50,07:50,11.0,18.0,23:50,13:40,23:59,77.0,55.0,49.0,C229J,PÁJARA,0.0,1014.6,1011.7,LAS PALMAS,15.0,28.8,26.2,23.7,3.9
15.0,1.0,2024-08-15,00:00,17:00,10.0,17.0,00:20,17:00,07:30,76.0,58.0,50.0,C229J,PÁJARA,0.0,1013.0,1010.4,LAS PALMAS,15.6,27.3,25.2,23.1,4.4
15.0,35.0,2024-08-16,05:40,18:10,11.0,19.0,21:00,17:20,06:30,78.0,62.0,48.0,C229J,PÁJARA,0.0,1012.8,1010.3,LAS PALMAS,12.2,29.6,26.0,22.5,1.9
15.0,34.0,2024-08-17,23:40,17:30,11.0,19.0,23:40,18:40,06:10,74.0,58.0,53.0,C229J,PÁJARA,0.0,1012.9,1009.6,LAS PALMAS,10.8,30.1,27.4,24.7,2.8
15.0,34.0,2024-08-18,18:40,Varias,23.0,18.0,22:30,13:50,02:50,78.0,62.0,52.0,C229J,PÁJARA,0.0,1012.6,1008.8,LAS PALMAS,10.8,30.6,27.6,24.7,2.5
15.0,10.0,2024-08-19,Varias,13:30,21.0,14.0,14:30,13:30,23:40,78.0,64.0,38.0,C229J,PÁJARA,0.0,1013.7,1009.8,LAS PALMAS,12.5,36.1,30.4,24.7,2.8
15.0,1.0,2024-08-20,01:10,Varias,Varias,15.0,10:40,15:00,20:40,78.0,66.0,30.0,C229J,PÁJARA,0.8,1013.7,1010.1,LAS PALMAS,15.6,34.2,29.2,24.3,3.6
15.0,30.0,2024-08-21,10:20,20:50,11.0,4.0,18:00,21:00,06:50,75.0,67.0,34.0,C229J,PÁJARA,0.0,1015.9,1012.1,LAS PALMAS,10.6,30.5,27.3,24.1,3.1
15.0,23.0,2024-08-22,06:40,00:10,10.0,2.0,14:10,15:00,06:40,76.0,65.0,36.0,C229J,PÁJARA,0.0,1018.0,1014.8,LAS PALMAS,8.6,28.9,26.5,24.1,1.4
15.0,36.0,2024-08-23,23:40,14:00,0.0,17.0,13:50,15:00,05:50,74.0,62.0,53.0,C229J,PÁJARA,0.0,1017.1,1013.9,LAS PALMAS,14.7,26.3,24.3,22.3,4.4
15.0,2.0,2024-08-24,02:40,09:50,12.0,16.0,16:50,14:50,04:00,76.0,65.0,57.0,C229J,PÁJARA,0.0,1015.6,1012.7,LAS PALMAS,17.2,26.9,25.0,23.1,4.2
15.0,32.0,2024-08-25,Varias,10:50,11.0,Varias,03:00,13:20,02:10,78.0,68.0,54.0,C229J,PÁJARA,0.0,1016.4,1013.1,LAS PALMAS,15.6,28.6,26.0,23.5,3.6
15.0,99.0,2024-08-26,Varias,Varias,11.0,19.0,Varias,10:50,06:30,78.0,63.0,43.0,C229J,PÁJARA,0.0,1016.8,1013.6,LAS PALMAS,8.9,28.7,25.3,21.9,1.1
15.0,28.0,2024-08-27,Varias,23:40,11.0,4.0,04:40,14:40,04:50,78.0,72.0,60.0,C229J,PÁJARA,0.0,1017.2,1013.7,LAS PALMAS,6.7,26.7,24.4,22.2,1.9
15.0,2.0,2024-08-28,Varias,12:10,11.0,16.0,14:40,13:40,06:00,73.0,61.0,45.0,C229J,PÁJARA,0.0,1017.1,1013.9,LAS PALMAS,11.7,27.8,25.1,22.4,2.8
15.0,1.0,2024-08-29,21:10,17:30,0.0,13.0,10:10,15:00,04:20,73.0,61.0,52.0,C229J,PÁJARA,0.0,1015.9,1013.0,LAS PALMAS,17.8,27.4,24.8,22.2,5.6
15.0,2.0,2024-08-30,01:00,11:40,11.0,18.0,00:40,16:00,03:10,74.0,60.0,46.0,C229J,PÁJARA,0.0,1015.7,1013.0,LAS PALMAS,13.1,27.7,25.4,23.0,3.9
15.0,33.0,2024-08-31,01:00,10:40,23.0,Varias,19:00,15:00,04:00,70.0,58.0,49.0,C229J,PÁJARA,0.0,1016.0,1013.3,LAS PALMAS,10.6,27.1,24.7,22.3,4.4
15.0,36.0,2024-09-01,Varias,13:40,11.0,19.0,15:30,14:10,07:00,70.0,58.0,48.0,C229J,PÁJARA,0.0,1016.3,1013.1,LAS PALMAS,9.7,27.1,24.9,22.7,3.3
15.0,32.0,2024-09-02,01:00,11:10,0.0,18.0,15:00,12:50,08:00,71.0,62.0,55.0,C229J,PÁJARA,0.0,1015.1,1011.3,LAS PALMAS,11.1,26.7,24.6,22.5,4.4
15.0,1.0,2024-09-03,Varias,14:50,22.0,4.0,15:50,14:50,23:59,74.0,66.0,57.0,C229J,PÁJARA,0.0,1015.2,1012.3,LAS PALMAS,13.3,27.0,24.9,22.8,4.2
15.0,33.0,2024-09-04,Varias,16:50,10.0,19.0,17:00,13:50,Varias,73.0,65.0,59.0,C229J,PÁJARA,0.0,1015.2,1011.3,LAS PALMAS,11.7,25.7,24.0,22.4,3.3
15.0,1.0,2024-09-05,00:30,12:20,0.0,18.0,04:40,15:30,01:50,71.0,62.0,53.0,C229J,PÁJARA,0.0,1012.4,1007.9,LAS PALMAS,11.4,27.5,25.0,22.4,4.4
15.0,32.0,2024-09-06,07:10,11:10,23.0,5.0,15:30,16:40,07:00,71.0,60.0,52.0,C229J,PÁJARA,0.0,1009.9,1006.4,LAS PALMAS,11.9,26.7,24.6,22.4,3.9
15.0,1.0,2024-09-07,07:50,13:10,23.0,Varias,21:00,13:20,06:50,74.0,61.0,46.0,C229J,PÁJARA,0.0,1013.7,1008.0,LAS PALMAS,9.4,27.2,24.6,22.0,3.6
15.0,9.0,2024-09-08,23:59,17:30,23.0,1.0,14:10,17:30,06:00,74.0,63.0,52.0,C229J,PÁJARA,0.0,1018.9,1013.1,LAS PALMAS,10.3,26.8,24.4,22.0,2.8
